,x1,x2
0,-1.6768442419732297,2.74946411646248
1,-2.8332948701748992,1.4137386123724136
2,-2.84741766711547,1.80390064338145
3,-2.830508882064457,1.9547982889309248
4,0.17599942279252725,2.6150741366452284
5,-2.8043924028505693,2.712141457365582
6,-0.021661213795310136,2.2401362599429846
7,-1.71361428713526,1.7913793192678218
8,-2.7690496041226167,1.8388012918907453
9,-1.425037514488732,2.1578915979119944
10,-2.92040776832583,2.7085302458784963
11,-2.873493418724896,2.796778939771609
12,-2.7894890525868843,1.3477713941435017
13,-2.7632910358991323,1.7619232851299043
14,0.4826416497023697,1.3932852339185118
15,-2.8500312501939655,1.9367941133811255
16,-2.8201499865891084,1.3375567580485601
17,-1.123428465136562,1.8294603885383718
18,-2.835910836552172,1.326371464400435
19,-2.9000032918264194,1.3584131402966528
20,-2.91860420809249,1.8719013114409053
21,-2.9211744461601676,2.8911717703728828
22,-2.648674477365851,1.4001248536463706
23,-2.869188159127725,1.2994953050714582
24,0.15740989894965887,2.4177572871693878
25,-1.4007492214882642,2.744721980401629
26,-1.4444457943511029,2.007375805002775
27,-0.35536694511395944,2.211010804589383
28,-2.755663631628293,1.394806704020544
29,-2.8571619599705484,2.7204841652491067
30,-1.5952964861199979,2.2535214019813767
31,-2.6951021611631227,2.7309566309355997
32,0.3561298676123286,2.080472423707319
33,-0.688273095473489,1.7560496198300548
34,-2.770851111842666,2.751965264515634
35,-2.9186357017293734,1.7676912833045024
36,-2.758123896966408,1.777878962011765
37,-2.7143080850597325,2.8099930789742835
38,0.2929697203799892,2.8343321151498864
39,-0.38841060801081667,2.240254362404017
40,-2.819986741126434,2.6082144328606574
41,-1.1123818884574894,1.9315142235183678
42,-1.5980648739169552,2.2291525832212225
43,-2.861752647504563,1.3717254321616832
44,-2.7961783154891084,1.2200883525293789
45,-2.7660288433728066,2.807472119114691
46,-2.764445000067391,1.831914328938465
47,-1.6524489800718296,2.673946142001982
48,-1.3498316707285352,2.5447462080077754
49,-2.60566824995284,2.793977198641419
50,-0.9965584081718073,2.2050930653137146
51,-2.730483654537005,2.944790133186291
52,-1.7168491370977608,2.074946652575743
53,-2.8838114282940492,2.736065595269614
54,-2.811713653116919,1.1997776421321307
55,-2.8218310423243866,1.1721400486162326
56,-2.862565359270791,1.6863061623567734
57,-2.9124541962733135,1.79314864210477
58,-2.7518702707927156,1.1886605961916423
59,-1.9277715397535595,2.703425645030903
60,-0.09914994924692155,2.742172298213573
61,-2.7234522961610867,1.3074678001449873
62,-1.5099609792423783,2.859394175263212
63,-2.8049404938575893,1.2720147722137352
64,-2.7664741728166504,1.1302628167310518
65,-1.5145613156473663,2.0367918381665624
66,-2.822098803215638,2.7827780663119337
67,-2.6817768762875738,1.7690343565673357
68,-1.2157563731772867,2.3956507139698227
69,-3.003608585160253,2.8431650840328873
70,-2.7820723028728285,1.7937765713494025
71,-1.4796795146614912,2.5875460565299067
72,-2.8359060348978344,1.3215102106881262
73,-2.9429852068781592,1.2422215114693353
74,-1.9001438275538534,2.0834281367852485
75,-2.8797374427950655,1.2404798717023007
76,-2.7531366755200595,1.211516459690165
77,-2.894941008198326,3.003397090628426
78,0.4401175098294717,2.4602557533762
79,-1.4403842793616626,2.3996584934935536
80,-2.8116211031845886,2.8655331133468187
81,-2.8341492329008697,1.397065216846104
82,-2.844516307683276,2.7759449884907563
83,-2.8412189049955727,1.8933785313285494
84,-2.721711771679098,1.3327761196085186
85,-2.6375291133668592,2.866933484940601
86,-2.853633275326415,1.9170629430986175
87,0.6390178646727123,2.9205080400980554
88,0.33334738803925024,2.267217204971086
89,-2.7598844180059396,1.3557514034179048
90,-1.222832288451642,1.9124057801566687
91,0.22120228431061273,2.119974445282428
92,0.5132619424625295,2.175986271572981
93,-1.4847034741013245,2.2273192477923436
94,0.24426566674423175,2.1627635314619833
95,-2.860224932960628,1.4224953052662714
96,-2.744114816145383,1.2534205554542561
97,-2.7997157313668426,2.74869357507999
98,-3.0417562607157524,2.7456995451051593
99,-2.869413978164638,1.4686557577937291
100,-2.920482228055372,2.602211999787731
101,-2.6996939990110262,2.8104001531357534
102,-2.6575019624201435,2.868005062692586
103,0.5655538087492245,2.037143652411226
104,-1.7363301067754657,2.2301377821466164
105,-2.8026274167521286,1.7301679726947934
106,-0.20533880618647865,2.5953908029575823
107,-2.7080437643237865,2.859558912345085
108,-2.697804931124404,2.7736958696645493
109,-2.8991563785635748,1.303238904408864
110,1.2043245532415037,2.490048472055203
111,-0.3146068229768662,2.406704367085239
112,-2.742407309616669,1.129004578986359
113,-2.8620800450372963,1.837048144374501
114,0.14244627703367324,2.59228405434761
115,-2.921755464521793,2.826432058783263
116,0.8980656591565246,2.164615523126493
117,-2.7363953454338295,1.9282134924069443
118,-0.7843416545626937,2.8715270333470917
119,-1.637148857894042,2.055915262926747
120,0.4638856317751822,1.8334676194517097
121,-2.693636887499494,2.9247549979824243
122,-2.886950683255541,1.6808110183574336
123,-2.7368308392278493,1.82656784937271
124,-2.9498508038100013,1.2884942216732738
125,-2.5447449632007184,1.242636509430093
126,-2.9307620659077767,1.1754616049266002
127,-2.488664416926012,1.2775709616584703
128,-2.9087836605122517,1.2841168728116126
129,-1.5973113637719132,1.9576303225219707
130,-2.9037192871394906,1.7503867912243212
131,-2.9417898867349788,2.720004619446455
132,-0.006548198268818639,2.8639405250936543
133,0.5962015612147499,2.2424351571390417
134,-2.7450681275472864,2.9182011467348317
135,-2.883293131979073,2.9870795828231027
136,-1.3442070217369089,2.571085094385171
137,-2.8299193427346494,1.8552322876140146
138,-2.9720845873571236,2.7605916583470425
139,-2.7805471356712124,1.6922743871878432
140,-2.885881542578856,1.6098554975814547
141,-2.7330178668061813,2.8608900653333817
142,-1.6055561477731068,2.640082245013653
143,-1.354389293840018,2.4834586808258154
144,-1.3774524519413198,2.585327525243037
145,-2.827451021401532,1.454752847829967
146,-2.887473968470125,1.8103256771903844
147,0.4768362731677996,1.5636382749515731
148,0.6532319798575338,2.5615792686439973
149,-2.8816382577118165,2.7928309122960306
150,-2.6749503290615153,2.736479081245901
151,-2.032442960094893,2.491751635276776
152,-1.103416010942984,2.54641465001966
153,-3.0046135615056744,1.8394973545541857
154,-2.885117439806861,1.2941310426813497
155,-2.7301349021940817,1.8732217699286118
156,0.5253397021741499,2.6673429521828655
157,0.5367345533330588,1.8056694673282385
158,-1.6628334420157052,2.3540237517100464
159,-2.867402078049135,1.8412923509962242
160,-2.9379954097256924,1.8511186411627782
161,0.5362932968574143,2.22800543949906
162,-1.667811936477034,2.156240717706794
